comment,likes,replies,date,timestamp,seconds,clean_comment,weight,label,confidence,sentiment_score,segment
"1:55:43 – ""I don't think they're allowed to speak Russian in some places in Ukraine"" – Not true at all. I don't know whether it's a lie or just ignorance, and to me, it doesn't matter – on the scale of this interview, either is bad.",1,3,02/28/2024,1:55:43,6943,"– ""i don't think they're allowed to speak russian in some places in ukraine"" – not true at all. i don't know whether it's a lie or just ignorance, and to me, it doesn't matter – on the scale of this interview, either is bad.",11,negative,0.9,-1,231
"02:07:20 Tucker: ""Pick a European city or any city in the world and tell me there's a prettier cathedral than Notre Dame before it was set fire to"".
He is absolutely right, every word of it, especially the last bit.",4,1,03/01/2024,02:07:20,7640,"tucker: ""pick a european city or any city in the world and tell me there's a prettier cathedral than notre dame before it was set fire to"". he is absolutely right, every word of it, especially the last bit.",11,positive,0.82,1,254
"1:19:15 Tax Code: Carried interest loophole in the Tax Code, people claiming that their income is investment income, and they pay half the tax rate as somebody who goes to work every day. It discourages work, encourages lending at interest.",4,1,02/27/2024,1:19:15,4755,"tax code: carried interest loophole in the tax code, people claiming that their income is investment income, and they pay half the tax rate as somebody who goes to work every day. it discourages work, encourages lending at interest.",11,negative,0.75,-1,158
"1:06:18  I love the irony of Tucker saying ""I'm as American as anyone can get. My relatives fought in the revolutionary war"" and then is like ""I'm a Scandinavian""😂",1,3,03/01/2024,1:06:18,3978,"i love the irony of tucker saying ""i'm as american as anyone can get. my relatives fought in the revolutionary war"" and then is like ""i'm a scandinavian""😂",11,neutral,0.52,0,132
Did Tucker REALLY just say Putin made the Trains run on time 😂 44:30,4,1,02/29/2024,44:30,2670,did tucker really just say putin made the trains run on time 😂,11,neutral,0.74,0,89
"38:31first: ""I can't know that"", than ""tree can be recognized by its fruits""",5,0,03/05/2024,38:31,2311,"38:31first: ""i can't know that"", than ""tree can be recognized by its fruits""",10,neutral,0.79,0,77
"1:29:15 Very disappointed that Tucker is not educated on this subject. Nazism in Ukraine has been widely reported on and observed since at least 2014. Look at the Azov battalion. Look at the glorification of Nazi collaborator Stepan Bandera. 
Many many articles have been written on this. How did he miss this?",2,2,03/02/2024,1:29:15,5355,very disappointed that tucker is not educated on this subject. nazism in ukraine has been widely reported on and observed since at least 2014. look at the azov battalion. look at the glorification of nazi collaborator stepan bandera. many many articles have been written on this. how did he miss this?,10,negative,0.87,-1,178
"23:30 Navalny the most popular?You have to ask yourself,most popular where.In the US he´s very popular however the Communist Party always gets more votes.Even with all that sweet NGO money he still came short.Samantha Power has her work cut out for her,already had a chat with Orban.",5,0,03/02/2024,23:30,1410,"navalny the most popular?you have to ask yourself,most popular where.in the us he´s very popular however the communist party always gets more votes.even with all that sweet ngo money he still came short.samantha power has her work cut out for her,already had a chat with orban.",10,neutral,0.49,0,47
"43:51 100%  In 2009, I went to Tokyo for my brother's wedding.  After his stag night (aka Japanese SalaryMan-style drinking) I was making my way back to the hotel at about 2AM, drunk enough to not even realize I'd broken a finger having tripped, and I felt more safe, than I have in parts of the UK in daylight... That was probably my biggest takeaway from my time there 👍👍👍👍",5,0,03/17/2024,43:51,2631,"100% in 2009, i went to tokyo for my brother's wedding. after his stag night (aka japanese salaryman-style drinking) i was making my way back to the hotel at about 2am, drunk enough to not even realize i'd broken a finger having tripped, and i felt more safe, than i have in parts of the uk in daylight... that was probably my biggest takeaway from my time there 👍👍👍👍",10,positive,0.9,1,87
"At 1:02, he says no country other than the USA has freedom of speech. Is that true? I'm not really sure that it is.",2,2,03/03/2024,1:02,62,"at , he says no country other than the usa has freedom of speech. is that true? i'm not really sure that it is.",10,negative,0.63,-1,2
"1:29:25 if you don't know the extent of nazi presence in Ukraine, you're willingly blind.",2,2,03/04/2024,1:29:25,5365,"if you don't know the extent of nazi presence in ukraine, you're willingly blind.",10,negative,0.81,-1,178
"52:00 Lex is Precious.  The Jon Stewart argument that we can't have nice things because ""Freedom""",5,0,02/28/2024,52:00,3120,"lex is precious. the jon stewart argument that we can't have nice things because ""freedom""",10,positive,0.67,1,104
"4:30 ΡυτιΝ looked far from nervous. He has done countless interviews like this, and it was at his home base. He was in total control.",2,2,03/03/2024,4:30,270,"ρυτιν looked far from nervous. he has done countless interviews like this, and it was at his home base. he was in total control.",10,positive,0.6,1,9
"1:30:00 you stating, there is NO nazis in Ukraine is propostrous
What about the Bandera statues, AZOV members with tatooed swastikas adn nazi art on theyr skinn... how can you say that? What about the nazi who got salute at the canadian parliament with Zelensky standing by Trudoe?
The denazification stupid topic is false, you right
But to say that in Ukraine is no NAZI movement is simply wrong",2,2,03/02/2024,1:30:00,5400,"you stating, there is no nazis in ukraine is propostrous what about the bandera statues, azov members with tatooed swastikas adn nazi art on theyr skinn... how can you say that? what about the nazi who got salute at the canadian parliament with zelensky standing by trudoe? the denazification stupid topic is false, you right but to say that in ukraine is no nazi movement is simply wrong",10,negative,0.78,-1,180
Gotta respect that moment of integrity at 2:20:22. Takes responsibility instead of blaming anyone else.,5,0,02/28/2024,2:20:22,8422,gotta respect that moment of integrity at . takes responsibility instead of blaming anyone else.,10,neutral,0.56,0,280
"14:43 LOL Bobo Johnson is a 1000% times sleazier than Putin, no hesitation 🤣",5,0,02/29/2024,14:43,883,"lol bobo johnson is a 1000% times sleazier than putin, no hesitation 🤣",10,negative,0.47,-1,29
